raceId,year,name,retired,completed,reason,frequency_counts,retired_percentage
78,2005,Canadian Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Disqualified', 'Engine', 'Hydraulics', 'Hydraulics', 'Brakes', 'Brakes', '+3 Laps', '+3 Laps']","{'+1 Lap': 4, 'Suspension': 2, 'Accident': 1, 'Disqualified': 1, 'Engine': 1, 'Hydraulics': 2, 'Brakes': 2, '+3 Laps': 2}",0.75
79,2005,United States Grand Prix,18,2,"['+1 Lap', '+1 Lap', '+2 Laps', '+2 Laps', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew', 'Withdrew']","{'+1 Lap': 2, '+2 Laps': 2, 'Withdrew': 14}",0.9
80,2005,French Grand Prix,17,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', '+2 Laps', 'Hydraulics', '+3 Laps', '+4 Laps', '+4 Laps', 'Puncture', 'Puncture', 'Fuel pressure']","{'+1 Lap': 8, 'Engine': 1, '+2 Laps': 1, 'Hydraulics': 1, '+3 Laps': 1, '+4 Laps': 2, 'Puncture': 2, 'Fuel pressure': 1}",0.85
81,2005,British Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+2 Laps', '+2 Laps', '+3 Laps', 'Electrical', '+4 Laps']","{'+1 Lap': 6, '+2 Laps': 2, '+3 Laps': 1, 'Electrical': 1, '+4 Laps': 1}",0.55
82,2005,German Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+2 Laps', 'Hydraulics', '+3 Laps', '+3 Laps', '+3 Laps', '+3 Laps', '+4 Laps', '+12 Laps']","{'+1 Lap': 3, '+2 Laps': 1, 'Hydraulics': 1, '+3 Laps': 4, '+4 Laps': 1, '+12 Laps': 1}",0.55
83,2005,Hungarian Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Hydraulics', '+3 Laps', '+4 Laps', 'Driveshaft', '+11 Laps', '+7 Laps', 'Engine fire']","{'+1 Lap': 5, 'Accident': 2, 'Hydraulics': 1, '+3 Laps': 1, '+4 Laps': 1, 'Driveshaft': 1, '+11 Laps': 1, '+7 Laps': 1, 'Engine fire': 1}",0.7
84,2005,Turkish Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Retired', 'Retired', '+3 Laps', '+3 Laps', '+3 Laps', 'Tyre', 'Tyre']","{'+1 Lap': 3, 'Engine': 1, 'Retired': 2, '+3 Laps': 3, 'Tyre': 2}",0.55
85,2005,Italian Grand Prix,10,10,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps']","{'+1 Lap': 6, '+2 Laps': 3, '+3 Laps': 1}",0.5
86,2005,Belgian Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', '+3 Laps']","{'+1 Lap': 4, 'Collision': 2, 'Accident': 4, 'Engine': 1, '+2 Laps': 1, '+3 Laps': 1}",0.65
87,2005,Brazilian Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', '+2 Laps', '+2 Laps', '+3 Laps', 'Mechanical', '+26 Laps']","{'+1 Lap': 6, 'Accident': 2, 'Engine': 1, '+2 Laps': 2, '+3 Laps': 1, 'Mechanical': 1, '+26 Laps': 1}",0.7
88,2005,Japanese Grand Prix,8,12,"['+1 Lap', 'Accident', 'Accident', 'Accident', 'Disqualified', '+2 Laps', '+2 Laps', '+4 Laps']","{'+1 Lap': 1, 'Accident': 3, 'Disqualified': 1, '+2 Laps': 2, '+4 Laps': 1}",0.4
89,2005,Chinese Grand Prix,8,12,"['+1 Lap', 'Spun off', 'Accident', 'Engine', 'Gearbox', 'Out of fuel', 'Tyre puncture', 'Wheel nut']","{'+1 Lap': 1, 'Spun off': 1, 'Accident': 1, 'Engine': 1, 'Gearbox': 1, 'Out of fuel': 1, 'Tyre puncture': 1, 'Wheel nut': 1}",0.4
90,2004,Australian Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps', 'Transmission', 'Transmission', 'Electrical', 'Not classified']","{'+1 Lap': 4, 'Engine': 2, '+2 Laps': 3, '+3 Laps': 1, 'Transmission': 2, 'Electrical': 1, 'Not classified': 1}",0.7
91,2004,Malaysian Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', '+2 Laps', '+3 Laps', 'Transmission', 'Transmission', '+4 Laps', '+4 Laps']","{'+1 Lap': 5, 'Spun off': 1, 'Engine': 1, '+2 Laps': 1, '+3 Laps': 1, 'Transmission': 2, '+4 Laps': 2}",0.65
92,2004,Bahrain Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', '+5 Laps', 'Pneumatics']","{'+1 Lap': 8, 'Engine': 2, '+2 Laps': 1, '+5 Laps': 1, 'Pneumatics': 1}",0.65
93,2004,San Marino Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Engine', '+2 Laps', 'Hydraulics', 'Brakes', '+4 Laps', 'Driveshaft']","{'+1 Lap': 6, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Hydraulics': 1, 'Brakes': 1, '+4 Laps': 1, 'Driveshaft': 1}",0.65
94,2004,Spanish Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Hydraulics', 'Hydraulics', 'Brakes', 'Throttle', 'Steering']","{'+1 Lap': 6, 'Spun off': 2, 'Hydraulics': 2, 'Brakes': 1, 'Throttle': 1, 'Steering': 1}",0.65
95,2004,Monaco Grand Prix,17,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Accident', 'Accident', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', '+3 Laps', 'Transmission', 'Pneumatics', '+6 Laps']","{'+1 Lap': 3, 'Collision': 3, 'Accident': 2, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 3, '+3 Laps': 1, 'Transmission': 1, 'Pneumatics': 1, '+6 Laps': 1}",0.85
96,2004,European Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Engine', 'Engine', 'Engine', '+2 Laps', '+3 Laps', '+3 Laps']","{'+1 Lap': 5, 'Collision': 2, 'Engine': 3, '+2 Laps': 1, '+3 Laps': 2}",0.65
97,2004,Canadian Grand Prix,17,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Accident', 'Disqualified', 'Disqualified', 'Disqualified', 'Disqualified', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', 'Transmission', '+4 Laps', 'Driveshaft']","{'+1 Lap': 3, 'Suspension': 1, 'Accident': 1, 'Disqualified': 4, 'Engine': 1, '+2 Laps': 2, 'Gearbox': 1, '+3 Laps': 1, 'Transmission': 1, '+4 Laps': 1, 'Driveshaft': 1}",0.85
98,2004,United States Grand Prix,15,5,"['+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Collision', 'Disqualified', 'Engine', 'Engine', 'Gearbox', 'Gearbox', '+3 Laps', 'Tyre', 'Tyre', '+8 Laps']","{'+1 Lap': 2, 'Collision': 4, 'Disqualified': 1, 'Engine': 2, 'Gearbox': 2, '+3 Laps': 1, 'Tyre': 2, '+8 Laps': 1}",0.75
99,2004,French Grand Prix,10,10,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', '+2 Laps', '+2 Laps', '+3 Laps', '+4 Laps']","{'+1 Lap': 4, 'Spun off': 1, 'Engine': 1, '+2 Laps': 2, '+3 Laps': 1, '+4 Laps': 1}",0.5
100,2004,British Grand Prix,8,12,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Accident', 'Engine', '+4 Laps']","{'+1 Lap': 3, 'Spun off': 1, 'Accident': 2, 'Engine': 1, '+4 Laps': 1}",0.4
101,2004,German Grand Prix,8,12,"['+1 Lap', '+1 Lap', '+3 Laps', '+4 Laps', '+4 Laps', 'Puncture', 'Handling', 'Rear wing']","{'+1 Lap': 2, '+3 Laps': 1, '+4 Laps': 2, 'Puncture': 1, 'Handling': 1, 'Rear wing': 1}",0.4
102,2004,Hungarian Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', '+2 Laps', '+2 Laps', 'Electronics', 'Gearbox', 'Brakes', 'Electrical', '+4 Laps', '+5 Laps']","{'+1 Lap': 6, 'Engine': 1, '+2 Laps': 2, 'Electronics': 1, 'Gearbox': 1, 'Brakes': 1, 'Electrical': 1, '+4 Laps': 1, '+5 Laps': 1}",0.75
103,2004,Belgian Grand Prix,11,9,"['Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Engine', 'Engine', 'Gearbox', '+4 Laps', 'Tyre']","{'Collision': 6, 'Engine': 2, 'Gearbox': 1, '+4 Laps': 1, 'Tyre': 1}",0.55
104,2004,Italian Grand Prix,9,11,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Spun off', 'Accident', 'Engine', '+3 Laps', 'Fire']","{'+1 Lap': 3, 'Collision': 1, 'Spun off': 1, 'Accident': 1, 'Engine': 1, '+3 Laps': 1, 'Fire': 1}",0.45
105,2004,Chinese Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Wheel', '+3 Laps', 'Transmission']","{'+1 Lap': 6, 'Collision': 2, 'Wheel': 1, '+3 Laps': 1, 'Transmission': 1}",0.55
106,2004,Japanese Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Spun off', '+2 Laps', '+2 Laps', 'Overheating', '+3 Laps']","{'+1 Lap': 4, 'Collision': 2, 'Spun off': 1, '+2 Laps': 2, 'Overheating': 1, '+3 Laps': 1}",0.55
107,2004,Brazilian Grand Prix,11,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Engine', '+2 Laps', '+2 Laps', 'Clutch', '+4 Laps', '+4 Laps']","{'+1 Lap': 4, 'Collision': 1, 'Engine': 1, '+2 Laps': 2, 'Clutch': 1, '+4 Laps': 2}",0.55
108,2003,Australian Grand Prix,10,10,"['+1 Lap', 'Suspension', 'Suspension', 'Suspension', 'Spun off', 'Accident', 'Accident', 'Gearbox', 'Radiator', 'Fuel pressure']","{'+1 Lap': 1, 'Suspension': 3, 'Spun off': 1, 'Accident': 2, 'Gearbox': 1, 'Radiator': 1, 'Fuel pressure': 1}",0.5
109,2003,Malaysian Grand Prix,16,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', '+3 Laps', 'Electrical', 'Electrical', 'Electrical', '+4 Laps', 'Mechanical', 'Fuel pressure']","{'+1 Lap': 7, 'Spun off': 1, 'Engine': 1, '+3 Laps': 1, 'Electrical': 3, '+4 Laps': 1, 'Mechanical': 1, 'Fuel pressure': 1}",0.8
110,2003,Brazilian Grand Prix,12,8,"['+1 Lap', 'Collision', 'Suspension', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Fuel system']","{'+1 Lap': 1, 'Collision': 1, 'Suspension': 1, 'Spun off': 2, 'Accident': 5, 'Engine': 1, 'Fuel system': 1}",0.6
111,2003,San Marino Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', '+2 Laps', 'Electrical', 'Driveshaft', '+5 Laps', 'Oil line', 'Fuel rig']","{'+1 Lap': 6, 'Engine': 1, '+2 Laps': 1, 'Electrical': 1, 'Driveshaft': 1, '+5 Laps': 1, 'Oil line': 1, 'Fuel rig': 1}",0.65
112,2003,Spanish Grand Prix,16,4,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Suspension', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', 'Electrical', 'Launch control']","{'+1 Lap': 3, 'Collision': 3, 'Suspension': 1, 'Engine': 1, '+2 Laps': 4, 'Gearbox': 1, '+3 Laps': 1, 'Electrical': 1, 'Launch control': 1}",0.8
113,2003,Austrian Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Clutch', 'Clutch', 'Fuel system']","{'+1 Lap': 7, 'Suspension': 1, 'Engine': 3, '+2 Laps': 1, 'Clutch': 2, 'Fuel system': 1}",0.75
114,2003,Monaco Grand Prix,12,8,"['+1 Lap', '+1 Lap', 'Accident', 'Engine', '+2 Laps', '+2 Laps', 'Hydraulics', 'Injured', 'Electrical', '+4 Laps', 'Fuel system', 'Fuel system']","{'+1 Lap': 2, 'Accident': 1, 'Engine': 1, '+2 Laps': 2, 'Hydraulics': 1, 'Injured': 1, 'Electrical': 1, '+4 Laps': 1, 'Fuel system': 2}",0.6
115,2003,Canadian Grand Prix,14,6,"['+1 Lap', '+1 Lap', 'Accident', 'Engine', 'Engine', '+2 Laps', 'Electronics', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', '+4 Laps', '+6 Laps']","{'+1 Lap': 2, 'Accident': 1, 'Engine': 2, '+2 Laps': 1, 'Electronics': 1, 'Gearbox': 4, 'Brakes': 1, '+4 Laps': 1, '+6 Laps': 1}",0.7
116,2003,European Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', '+4 Laps', 'Fuel pressure']","{'+1 Lap': 5, 'Spun off': 1, 'Engine': 2, '+2 Laps': 3, 'Gearbox': 1, '+3 Laps': 1, '+4 Laps': 1, 'Fuel pressure': 1}",0.75
117,2003,French Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+3 Laps', '+3 Laps', '+4 Laps', 'Fuel']","{'+1 Lap': 5, 'Engine': 3, '+2 Laps': 2, '+3 Laps': 2, '+4 Laps': 1, 'Fuel': 1}",0.7
118,2003,British Grand Prix,8,12,"['+1 Lap', '+1 Lap', 'Suspension', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox']","{'+1 Lap': 2, 'Suspension': 1, 'Engine': 1, '+2 Laps': 3, 'Gearbox': 1}",0.4
119,2003,German Grand Prix,16,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', '+2 Laps', 'Hydraulics', 'Gearbox', '+5 Laps']","{'+1 Lap': 4, 'Accident': 6, 'Engine': 1, '+2 Laps': 2, 'Hydraulics': 1, 'Gearbox': 1, '+5 Laps': 1}",0.8
120,2003,Hungarian Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Hydraulics', 'Gearbox', '+3 Laps', 'Out of fuel', '+4 Laps']","{'+1 Lap': 4, 'Suspension': 1, 'Engine': 3, '+2 Laps': 1, 'Hydraulics': 1, 'Gearbox': 1, '+3 Laps': 1, 'Out of fuel': 1, '+4 Laps': 1}",0.7
121,2003,Italian Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+2 Laps', '+2 Laps', 'Hydraulics', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', 'Oil leak', 'Tyre', 'Fuel pressure']","{'+1 Lap': 5, '+2 Laps': 2, 'Hydraulics': 1, 'Gearbox': 2, 'Brakes': 1, '+3 Laps': 1, 'Oil leak': 1, 'Tyre': 1, 'Fuel pressure': 1}",0.75
122,2003,United States Grand Prix,15,5,"['+1 Lap', '+1 Lap', 'Collision', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', '+4 Laps', '+4 Laps']","{'+1 Lap': 2, 'Collision': 1, 'Spun off': 1, 'Accident': 3, 'Engine': 3, '+2 Laps': 2, 'Gearbox': 1, '+4 Laps': 2}",0.75
123,2003,Japanese Grand Prix,9,11,"['+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Hydraulics', '+3 Laps', 'Out of fuel']","{'+1 Lap': 2, 'Engine': 2, '+2 Laps': 2, 'Hydraulics': 1, '+3 Laps': 1, 'Out of fuel': 1}",0.45
124,2002,Australian Grand Prix,19,3,"['+1 Lap', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Collision', 'Spun off', 'Disqualified', 'Disqualified', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', 'Electrical', 'Broken wing', '+5 Laps']","{'+1 Lap': 1, 'Collision': 8, 'Spun off': 1, 'Disqualified': 2, '+2 Laps': 2, 'Gearbox': 1, '+3 Laps': 1, 'Electrical': 1, 'Broken wing': 1, '+5 Laps': 1}",0.8636363636363636
125,2002,Malaysian Grand Prix,18,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Hydraulics', 'Gearbox', 'Overheating', '+3 Laps', '+3 Laps', 'Clutch', 'Electrical', 'Fuel']","{'+1 Lap': 4, 'Engine': 3, '+2 Laps': 3, 'Hydraulics': 1, 'Gearbox': 1, 'Overheating': 1, '+3 Laps': 2, 'Clutch': 1, 'Electrical': 1, 'Fuel': 1}",0.8181818181818182
126,2002,Brazilian Grand Prix,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Suspension', 'Suspension', 'Spun off', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Hydraulics', 'Gearbox', 'Brakes', '+3 Laps', '+4 Laps', 'Wheel rim']","{'+1 Lap': 3, 'Collision': 1, 'Suspension': 2, 'Spun off': 1, 'Engine': 3, '+2 Laps': 1, 'Hydraulics': 1, 'Gearbox': 1, 'Brakes': 1, '+3 Laps': 1, '+4 Laps': 1, 'Wheel rim': 1}",0.7727272727272727
127,2002,San Marino Grand Prix,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+2 Laps', 'Hydraulics', 'Gearbox', 'Gearbox', 'Electrical', 'Driveshaft', 'Driveshaft', 'Throttle', 'Exhaust', 'Power loss', 'Power loss', '107% Rule']","{'+1 Lap': 5, '+2 Laps': 1, 'Hydraulics': 1, 'Gearbox': 2, 'Electrical': 1, 'Driveshaft': 2, 'Throttle': 1, 'Exhaust': 1, 'Power loss': 2, '107% Rule': 1}",0.7727272727272727
128,2002,Spanish Grand Prix,16,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Hydraulics', 'Hydraulics', 'Hydraulics', 'Hydraulics', 'Gearbox', 'Exhaust', 'Rear wing', 'Safety', 'Safety']","{'+1 Lap': 3, 'Spun off': 2, 'Engine': 2, 'Hydraulics': 4, 'Gearbox': 1, 'Exhaust': 1, 'Rear wing': 1, 'Safety': 2}",0.7272727272727273
129,2002,Austrian Grand Prix,13,9,"['+1 Lap', 'Collision', 'Collision', 'Collision', 'Suspension', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Hydraulics', 'Fuel pressure', 'Throttle']","{'+1 Lap': 1, 'Collision': 3, 'Suspension': 1, 'Engine': 3, '+2 Laps': 2, 'Hydraulics': 1, 'Fuel pressure': 1, 'Throttle': 1}",0.5909090909090909
130,2002,Monaco Grand Prix,19,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Mechanical']","{'+1 Lap': 4, 'Collision': 3, 'Spun off': 1, 'Accident': 3, 'Engine': 1, '+2 Laps': 5, 'Brakes': 1, 'Mechanical': 1}",0.8636363636363636
131,2002,Canadian Grand Prix,16,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Engine', 'Engine', '+2 Laps', 'Oil pressure', 'Gearbox', 'Gearbox', 'Brakes', 'Overheating']","{'+1 Lap': 6, 'Suspension': 1, 'Spun off': 1, 'Engine': 2, '+2 Laps': 1, 'Oil pressure': 1, 'Gearbox': 2, 'Brakes': 1, 'Overheating': 1}",0.7272727272727273
132,2002,European Grand Prix,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Accident', '+2 Laps', '+2 Laps', 'Hydraulics', 'Hydraulics', 'Gearbox']","{'+1 Lap': 9, 'Collision': 2, 'Accident': 1, '+2 Laps': 2, 'Hydraulics': 2, 'Gearbox': 1}",0.7727272727272727
133,2002,British Grand Prix,18,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Electronics', 'Wheel', 'Clutch', 'Clutch', 'Driveshaft', 'Drivetrain']","{'+1 Lap': 6, 'Spun off': 1, 'Engine': 3, '+2 Laps': 2, 'Electronics': 1, 'Wheel': 1, 'Clutch': 2, 'Driveshaft': 1, 'Drivetrain': 1}",0.8571428571428571
134,2002,French Grand Prix,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+4 Laps', 'Mechanical', 'Rear wing', 'Ignition', 'Did not qualify', 'Did not qualify', 'Injury']","{'+1 Lap': 3, 'Spun off': 1, 'Accident': 1, 'Engine': 4, '+2 Laps': 1, '+4 Laps': 1, 'Mechanical': 1, 'Rear wing': 1, 'Ignition': 1, 'Did not qualify': 2, 'Injury': 1}",0.7727272727272727
135,2002,German Grand Prix,17,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Hydraulics', 'Hydraulics', 'Gearbox', 'Brakes', 'Transmission']","{'+1 Lap': 5, 'Spun off': 2, 'Engine': 5, 'Hydraulics': 2, 'Gearbox': 1, 'Brakes': 1, 'Transmission': 1}",0.8095238095238095
136,2002,Hungarian Grand Prix,13,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Transmission']","{'+1 Lap': 5, 'Spun off': 2, 'Engine': 1, '+2 Laps': 4, 'Transmission': 1}",0.65
137,2002,Belgian Grand Prix,12,8,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox']","{'+1 Lap': 3, 'Suspension': 1, 'Spun off': 1, 'Engine': 6, 'Gearbox': 1}",0.6
138,2002,Italian Grand Prix,10,10,"['+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Suspension', 'Engine', 'Engine', 'Engine', '+6 Laps', 'Chassis']","{'+1 Lap': 2, 'Collision': 2, 'Suspension': 1, 'Engine': 3, '+6 Laps': 1, 'Chassis': 1}",0.5
139,2002,United States Grand Prix,14,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Transmission', 'Steering']","{'+1 Lap': 6, 'Engine': 2, '+2 Laps': 4, 'Transmission': 1, 'Steering': 1}",0.7
140,2002,Japanese Grand Prix,15,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Transmission', 'Injured', 'Mechanical', 'Mechanical', 'Throttle']","{'+1 Lap': 4, 'Spun off': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 1, 'Transmission': 1, 'Injured': 1, 'Mechanical': 2, 'Throttle': 1}",0.75
141,2001,Australian Grand Prix,15,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Suspension', 'Spun off', 'Engine', 'Engine', '+2 Laps', 'Brakes', '+3 Laps', 'Electrical', 'Battery']","{'+1 Lap': 4, 'Collision': 2, 'Suspension': 1, 'Spun off': 1, 'Engine': 2, '+2 Laps': 1, 'Brakes': 1, '+3 Laps': 1, 'Electrical': 1, 'Battery': 1}",0.6818181818181818
142,2001,Malaysian Grand Prix,15,7,"['+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Spun off', 'Spun off', 'Spun off', '+2 Laps', '+2 Laps', '+3 Laps', 'Oil leak', '+4 Laps', 'Driveshaft', 'Fuel pressure', 'Water leak']","{'+1 Lap': 3, 'Spun off': 4, '+2 Laps': 2, '+3 Laps': 1, 'Oil leak': 1, '+4 Laps': 1, 'Driveshaft': 1, 'Fuel pressure': 1, 'Water leak': 1}",0.6818181818181818
143,2001,Brazilian Grand Prix,20,2,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Engine', 'Hydraulics', '+3 Laps', 'Clutch', 'Electrical', 'Electrical', '+7 Laps', 'Stalled']","{'+1 Lap': 6, 'Collision': 3, 'Spun off': 3, 'Engine': 1, 'Hydraulics': 1, '+3 Laps': 1, 'Clutch': 1, 'Electrical': 2, '+7 Laps': 1, 'Stalled': 1}",0.9090909090909091
144,2001,San Marino Grand Prix,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Clutch', 'Steering', 'Exhaust']","{'+1 Lap': 4, 'Suspension': 1, 'Engine': 5, '+2 Laps': 3, 'Brakes': 1, 'Clutch': 1, 'Steering': 1, 'Exhaust': 1}",0.7727272727272727
